video_id,filename,creation_time,duration_s,fps,width,height,frames,frame_count_source,file_size_bytes
"GX010258","GX010258.MP4","2022-04-15T22:12:27.000000Z",75.720000,200.000000,1920,1080,15130,"ffprobe_nb_frames",570388356
"GX010259","GX010259.MP4","2022-04-15T22:17:10.000000Z",74.770000,200.000000,1920,1080,14938,"ffprobe_nb_frames",563670402
"GX010260","GX010260.MP4","2022-04-15T22:21:54.000000Z",78.685000,200.000000,1920,1080,15723,"ffprobe_nb_frames",593189463
"GX010261","GX010261.MP4","2022-04-15T22:31:18.000000Z",358.565000,200.000000,1920,1080,71698,"ffprobe_nb_frames",2703388487
"GX010262","GX010262.MP4","2022-04-15T22:40:43.000000Z",76.320000,200.000000,1920,1080,15250,"ffprobe_nb_frames",575108316
"GX010263","GX010263.MP4","2022-04-16T19:57:37.000000Z",79.960000,200.000000,1920,1080,15979,"ffprobe_nb_frames",602893944
"GX010264","GX010264.MP4","2022-04-16T20:02:22.000000Z",75.550000,200.000000,1920,1080,15096,"ffprobe_nb_frames",569216462
"GX010265","GX010265.MP4","2022-04-16T20:06:55.000000Z",75.410000,200.000000,1920,1080,15066,"ffprobe_nb_frames",568550220
"GX010266","GX010266.MP4","2022-04-16T20:11:39.000000Z",75.150000,200.000000,1920,1080,15015,"ffprobe_nb_frames",566144385
"GX010267","GX010267.MP4","2022-04-16T20:16:30.000000Z",68.915000,200.000000,1920,1080,13769,"ffprobe_nb_frames",519407762
"GX010268","GX010268.MP4","2022-04-16T20:21:13.000000Z",355.535000,200.000000,1920,1080,71092,"ffprobe_nb_frames",2680677256
"GX010269","GX010269.MP4","2022-04-16T20:30:28.000000Z",75.035000,200.000000,1920,1080,14994,"ffprobe_nb_frames",565463526
"GX010270","GX010270.MP4","2022-04-16T20:35:20.000000Z",70.045000,200.000000,1920,1080,13995,"ffprobe_nb_frames",527526644
"GX010271","GX010271.MP4","2022-04-16T20:40:01.000000Z",75.615000,200.000000,1920,1080,15109,"ffprobe_nb_frames",570073687
"GX010272","GX010272.MP4","2022-04-16T20:44:50.000000Z",363.525000,200.000000,1920,1080,72700,"ffprobe_nb_frames",2741283718
"GX010273","GX010273.MP4","2022-04-16T20:54:26.000000Z",75.560000,200.000000,1920,1080,15105,"ffprobe_nb_frames",569708299
